path,brand,brand_id
processed_data/five_car_models/images_processed/audi/audi q3-4.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-19.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-13.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-7.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q5-2.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-5.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q7-0.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q5-13.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q5-17.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-1.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q7-4.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-8.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-3.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q5-6.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-17.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-0.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q7-12.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q7-13.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-1.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-16.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q5-7.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-2.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-9.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q7-5.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-0.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q5-16.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q5-14.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-2.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q7-7.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-0.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q5-5.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-14.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-3.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-9.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q7-11.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q7-10.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-8.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-2.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-15.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q5-4.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-1.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q7-6.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-3.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q5-15.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-12.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-0.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-5.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-19.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-13.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-10.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-14.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-15.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-17.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-16.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-15.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-14.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-11.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-12.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-18.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-4.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-1.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-13.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-11.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-19.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-6.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-3.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-10.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-13.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-14.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-16.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-17.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-17.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-16.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-15.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-12.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-11.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-2.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-7.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-18.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-10.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-14.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-3.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-6.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-15.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-16.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-8.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-11.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-12.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-13.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-13.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-12.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-10.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-9.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-17.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-14.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-7.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-2.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-15.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-17.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-8.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-5.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-0.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-16.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-15.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-10.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-11.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-12.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-13.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-11.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-10.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-14.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-17.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-1.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-4.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-9.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-16.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-4.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-13.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-9.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-10.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-19.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-7.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-6.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-18.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-11.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-8.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-5.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-12.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-18.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-10.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-7.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-13.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-19.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-4.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-5.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-18.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-12.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-11.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-6.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-19.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-2.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-15.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-16.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-1.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-18.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-19.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-0.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-17.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-3.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-14.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-16.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-1.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-9.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-15.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-2.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-18.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-19.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-19.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-18.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-3.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-14.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-8.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q8-17.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-0.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-11.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q5-18.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-7.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q5-9.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-18.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-1.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-1.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-12.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-5.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-4.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-13.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-0.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-0.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi e-tron-19.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q5-8.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-6.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-10.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q5-19.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-12.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q7-8.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-4.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-11.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-2.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-2.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-6.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-7.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-3.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-3.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-10.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-5.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q7-9.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-13.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-17.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-1.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-8.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-14.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-9.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-7.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-7.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-3.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-2.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-6.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-6.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q3-8.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-15.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a6-9.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-0.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-16.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-14.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-2.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-9.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-4.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-4.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-17.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q7-18.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-0.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs6-1.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q7-19.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs5-16.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a3-sedan-5.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi rs7-sportback-5.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a4-8.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi a5-sportback-3.jpg,audi,3
processed_data/five_car_models/images_processed/audi/audi q2-15.jpg,audi,3
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-15.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-3.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-10.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-11.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-2.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-14.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-9.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-16.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-0.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-13.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-12.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-1.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-17.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-8.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-13.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-5.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-16.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-17.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-4.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-12.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-10.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-6.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-15.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-14.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-7.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-11.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-3.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-1.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-14.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-15.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-0.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-2.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-0.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-2.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-17.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-16.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-3.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-1.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-5.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-7.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-12.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-18.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-19.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-13.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-6.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-4.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-6.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-4.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-11.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-10.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-5.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-7.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-8.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-17.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-16.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-9.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-9.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-14.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-15.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-8.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-11.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-10.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-18.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-12.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-13.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-19.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-3.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-19.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley flying-spur-18.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-2.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-0.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-9.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley bentayga-8.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-1.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-5.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-4.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-6.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-19.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley mulsanne-18.jpg,bentley,4
processed_data/five_car_models/images_processed/bentley/bentley continental-7.jpg,bentley,4
processed_data/five_car_models/images_processed/bmw/bmw i8-roadster-6.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw x2-15.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw z4-11.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw 5-series-19.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw m4-coupe-15.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw x2-9.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw m5-6.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw 1-series-4.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw i3s-16.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw 7-series-12.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw 2-series-gran-coupe-12.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw xm-9.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw ix3-4.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw m2-coupe-12.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw x4m-13.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw m3-0.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw 6-series-gt-14.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw 7-series-3.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw 1-series-18.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw x7-19.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw i4-2.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw x6-m-19.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw x3m-7.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw i7-11.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw 3-series-13.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw 3-series-12.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw i7-10.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw x3m-6.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw x6-m-18.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw i4-3.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw x7-18.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw 7-series-2.jpg,bmw,5
processed_data/five_car_models/images_processed/bmw/bmw 1-series-19.jpg,bmw,5
